id,text,label
330,(一)勞動基準法,
331,第1、2、5、6款：,
332,本法用辭定義如左：,
333,一、勞工：謂受雇主僱用從事工作獲致工資者。,
334,二、雇主：謂僱用勞工之事業主、事業經營之負責人或代表事業主處理有,
335,關勞工事務之人。,
336,五、事業單位：謂適用本法各業僱用勞工從事工作之機構。,
337,六、勞動契約：謂約定勞雇關係之契約。,
338,百貨公司,
339,專櫃,
340,簽約關係,
341,6,
342,"OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION, MINISTRY OF LABOR",
343,勞動部職業安全衛生署,
344,24219新北市新莊區中平路439號11樓(南棟),
345,網址:https://www.osha.gov.tw,
346,電話:02-8995-6666,
347,傳真:02-8995-6665,
348,休,
349,息,
350,日,
351,加,
352,班,
353,費,
354,到,
355,底,
356,怎,
357,麼,
358,算,
359,？,
360,勞,
361,動,
362,檢,
363,查,
364,員,
365,為,
366,什,
367,麼,
368,會,
369,上,
370,門,
371,檢,
372,查,
373,?,
374,特,
375,別,
376,休,
377,假,
378,可,
379,以,
380,延,
381,到,
382,明,
383,年,
384,再,
385,用,
386,嗎,
387,？,
1,?,
2,勞動基準法,
3,國,
4,定,
5,假,
6,日,
7,及,
8,民,
9,俗,
10,節,
11,日,
12,怎,
13,麼,
14,放,
15,？,
16,遭,
17,遇,
18,職,
19,業,
20,災,
21,害,
22,無,
23,法,
24,工,
25,作,
26,怎,
27,麼,
28,辦,
29,？,
30,下,
31,班,
32,後,
33,，,
34,老,
35,闆,
36,還,
37,可,
38,以,
39,交,
40,辦,
41,工,
42,作,
43,嗎,
44,？,
45,新,
46,制,
47,與,
48,舊,
49,制,
50,退,
51,休,
52,金,
53,有,
54,什,
55,麼,
56,差,
57,異,
58,？,
59,Q A,
60,&,
61,第二版,
62,勞工是企業的珍貴資產，若勞工得到企業妥善照顧，薪資亦有,
63,適足的保障，勞工將會盡力回饋，創造互惠雙贏的局面，進而使整,
64,體勞動條件向上提升。而政府所扮演的角色，除須協助企業在經濟,
65,發展環境不利時，得以渡過難關，對於相對弱勢的勞工，更應保護,
66,其免於受到不當剝削。,
67,我國《勞動基準法》自民國73年7月30日公布施行以來，已,
68,歷經數十年，讓勞工的勞動條件獲得最基本的保障，正是該法最核,
69,心的價值。而我國多年來歷經時間環境的變遷、產業結構的調整，,
70,相關法規也順應作出多次的修正，皆為確保勞工勞動條件，並型塑,
71,其尊嚴勞動的環境。,
72,近來勞動基準法新制施行，為避免企業因不諳法令而誤觸法網,
73,，或勞工因不瞭解法令而忽略自身權益，本手冊謹列舉勞動基準法,
74,相關規定及常見疑問，以深入淺出的案例方式說明，並輔以法規條,
75,文及相關函釋內容，亦可幫助讀者提高對於相關法規的認識，並期,
76,盼能更進一步落實法令規定。,
77,序言,
78,第一章 總則,
79,我的朋友在一家頗為知名的大型寺廟裏頭進行解籤詩的工作，有固定的上班時間而,
80,且領有薪水，不過長期以來因為信徒眾多，導致經常延長工作時間，向廟方反映工,
81,作權益問題，卻說我們不適用勞動基準法，是真的嗎?,
82,Q01,
83,1,
84,2,
85,4,
86,5,
87,6,
88,8,
89,9,
90,11,
91,12,
92,14,
93,我們公司(承包商)跟一家建設公司承包了兩個建案的水電工程，後來其中一個工程跟,
94,那間建設公司發生糾紛，結果竟然兩個建案的工程款都不給我們公司，能不能去申,
95,請勞動檢查?,
96,Q02,
97,我媽媽的公司最近標到鎮公所的清潔工作，下個月要去鎮公所擔任清潔員，聽說現,
98,在政府因為要推零派遣，所以是以勞務承攬方式招標，如果改用勞動派遣的方式招,
99,標，對我媽媽的權益會不會比較有保障?那差別在哪裡?,
100,Q03,
101,我最近在網路上找網路工程師的工作，卻接到一家叫「大華人力顧問公司」打電話,
102,通知「光明科技」有一派遣職缺適合我，因為「光明科技」在業界很有名，所以我,
103,答應去面試也順利錄取，但之後卻是接到大華人力顧問公司通知簽約，之後再到光,
104,明科技上班，那我的雇主到底是誰?權益保障上有沒有差別?,
105,Q04,
106,我在閃亮百貨專櫃當銷售櫃姐，有一天早上在路上跟別人發生擦撞，手機又剛好沒,
107,電，所以不小心就空櫃了，我知道我有疏失，可是閃亮百貨的樓管就直接開了一張,
108,三千元的罰單要我繳，比我一天的薪水還高，這樣會不會太重了，我記得不是不能,
109,隨便扣勞工的工資嗎?,
110,Q05,
111,我在一家派遣公司上班，雇主說我們的合約原則是「一年一簽」，如果之後案場沒,
112,有跟我們公司續約，合約就自動終止，我問那到時會有資遣費嗎?雇主說合約到期就,
113,結束了，沒有資遣費的問題，這樣是對的嗎?,
114,Q06,
115,我之前看一則新聞報導寫說一位工程師從一家電子公司離職後，依照雙方所簽訂的,
116,競業條款，竟然除了同業公司不能去工作外，連當汽車駕駛也不行?想想我兒子也是,
117,工程師，如果有一天離職會不會也遇到一樣的問題，那以後生活怎麼辦?,
118,Q07,
119,我當初應徵的工作是會計，可是雇主說因為人力縮編的關係，請我去做我從來沒做,
120,過的業務工作，我知道調動有五原則規定，請問可以主張這是我技術所無法勝任的,
121,工作而拒絕嗎?拒絕之後會怎樣?,
122,Q08,
123,我今天去上班，雇主突然叫我做到今天就好，這是什麼意思?我能做什麼主張來保障,
124,我的權益?如果要算資遣費的話要怎麼算?相關規定又是怎樣?,
125,Q09,
126,這個月雇主跟我說覺得我不適任，要資遣我，要我做到今天，只說會另外算10天錢,
127,給我，可是依照勞動基準法規定，我年資6個月要10天前進行預告，雇主這樣想用,
128,錢打發我是合法的嗎?,
129,Q10,
130,第二章 勞動契約,
131,15,
132,16,
133,17,
134,18,
135,19,
136,21,
137,23,
138,25,
139,26,
140,27,
141,28,
142,雇主要資遣我，依法進行10天預告，及每星期要給2天謀職假，請問經過1星期後，,
143,最後3天的畸零天數，能不能也請2天謀職假?,
144,Q11,
145,"最近景氣不好，公司要大家共體時艱，我的薪水從原本45,000元，已經歷經3次「",
146,"共體時艱」，調成38,000元了，上個月要做第4次調降，我已經不打算再吞忍了，",
147,大不了就是資遣，所以我在協商會議中直接拒絕，不過這個月拿到薪水卻還是降了,
148,，我該怎麼辦?,
149,Q12,
150,我三個月前跟雇主主動提離職，但雇主說找不到人所以不答應，可是我看他既沒再,
151,找新人，也不找人跟我交接，我能什麼都不管直接不去上班嗎?會不會惹麻煩?,
152,Q13,
153,不少公司會用違約金綁住勞工，我到公司時曾簽約必須在今年11月期滿才能離職，,
154,但已在2月提前離職，今天收到存證信函，要求賠償10萬元，我該怎麼辦?,
155,Q14,
156,公司資遣我卻不給我非自願離職證明，讓我沒辦法去請失業給付怎麼辦?,
157,Q15,
158,"面試時雇主說每個月工資24,000元，外加全勤獎金1,000元，另外每個月第1個週六",
159,"要加班半天，再加給1,200元加班費。結果上個月有一天遲到1小時，全勤獎金就沒",
160,了，比規定的基本工資還要少，這樣對嗎？不過如果包含週六加班半天的加班費總,
161,數就大於基本工資了，這樣合法嗎?,
162,Q16,
163,我在賣場擔任養生食品銷售人員，每日工時8小時，週休二日，每個月固定工資,
164,"24,000元，外加全勤獎金1,000元，伙食津貼2,000元，個人銷售業績部分，依照個",
165,人銷售營業額可以抽成2%，團體銷售業績則是看全店當月營業額，每30萬可以再拿,
166,"到1,000元團體績效獎金，上個月我在平日每天加班2小時共加班20小時，休息日加",
167,班4小時，雙十節出勤6小時，個人銷售業績12萬，團體銷售業績120萬，請問公司,
168,應該發給我的加班費是多少?,
169,Q17,
170,任職6年多，每個月薪水都直接匯到帳戶內，公司怎麼算錢我都沒仔細看，107年10,
171,"月請了2天事假，薪水卻比107年9月少了5,000元，我想跟公司要107年10月跟這6",
172,年來的薪水明細，請問我可以要求哪些細項?,
173,Q18,
174,我們公司一個勞工本來說好休息日要來加8小時的班，結果下午突然身體不適，最後,
175,只做5個小時，當天工資要怎麼算給他?需要請他請3小時的假嗎?,
176,Q19,
177,我在公司擔任倉管人員，日前一批冷凍食品保存不當造成食物損壞，公司認為身為倉,
178,"管人員的我要負全責，要從我每個月薪水裡扣3,000元，為期1年，我該怎麼辦?",
179,Q20,
180,進公司時我和公司簽訂勞動契約明訂年薪保障14個月，當時並沒有附加條件，年底,
181,時，雇主突然說我績效不好，年終獎金只願意給1個月，還說其他公司年終也沒有訂,
182,定標準，這樣合理嗎?,
183,Q21,
184,第三章 工資,
185,30,
186,33,
187,35,
188,37,
189,38,
190,39,
191,40,
192,41,
193,42,
194,44,
195,我是公司的人資，107年10月15日要資遣一個勞工，他在100年2月1日到職，每個,
196,"月薪水是30,000元，他在7月加班費1,840元，8月加班費是2,175元，107年9月、",
197,10月各請了4天與5天病假，還有5天特休還沒休，請問他的資遣費的基數及平均工,
198,資要怎麼算？,
199,Q22,
200,我白天在便利商店打工，晚上兼家教，某天在便利商店整理倉庫時，因為貨堆得太,
201,高，倒下來被壓傷腳，導致2個禮拜沒辦法走路，所以晚上也沒辦法兼家教，問題是,
202,我受傷那天是排8小時班，但公司卻要用前一天6小時的工作時數來算職災補償給我,
203,，是不是已經違法了?,
204,Q23,
205,公司規定請事假跟病假，都是扣一天薪水，這樣合理嗎？另外如果有全勤獎金的話,
206,，算起來實際扣的比一天的薪水還要高，這樣合理嗎?,
207,Q24,
208,我在一家生技公司擔任業務，公司主要生產化妝品保養品，因為工作表現沒有辦法,
209,達到公司要求，我也同意被資遣，不過最後一個月的薪水公司卻提議以一箱面膜支,
210,付，還說因為我是業務，應該很清楚一箱面膜價格比我一個月薪水還高，不過我實,
211,在是用不了那麼多，可以拒絕嗎?,
212,Q25,
213,公司固定每月5號發薪水，但這個月5號剛好遇到星期日公司沒上班，結果公司拖到,
214,星期一也就是6號才發薪，請問這樣有沒有違法?,
215,Q26,
216,我們公司很奇怪，每個月月初發上個月的底薪跟津貼，但都拖到20號左右才要發上,
217,個月的獎金跟加班費，為什麼獎金跟加班費都要那麼晚才發，我覺得權益好像有受,
218,損?這樣可以申訴嗎?,
219,Q27,
220,我因為跟公司理念不合，所以主動跟公司說做到上月底，結果我離職當天公司卻沒,
221,有當場結清工資給我，說要到發薪日才會給，這樣是不是違法？,
222,Q28,
223,本來跟公司說好，在外面跑業務時開公司的車，但油資部分是要我們先墊之後再實,
224,報實銷，但最近因為跟雇主鬧翻了，公司卻突然將油資改成依照出勤日數定額補貼,
225,，可是卻比我墊出去的錢還少，這樣應該算違法吧?,
226,Q29,
227,我在一家清潔公司做清潔工，每天從上午8點做到中午12點，算月薪，一個月,
228,"15,000元，不過我記得電視上說現在一個月的基本工資好像不只這樣？我是不是吃",
229,虧了?,
230,Q30,
231,我在一家飲料店打工，時薪150元，一個禮拜大約只上三~四天班，不過每天排班時,
232,"間都不大一樣？想請問有一次我排了8小時的班公司算了1,200元給我，另外有一天",
233,"我只排了6小時，雇主要我加班2小時，結果一樣算了1,200元給我?不是應該要算加",
234,班費的嗎?這樣是不是少算?像有一次我排8小時班，雇主要我再加班2小時，結果就,
235,"有多算100元給我1,600元。",
236,Q31,
237,第四章 工時、休息、休假,
238,45,
239,47,
240,48,
241,50,
242,52,
243,54,
244,55,
245,57,
246,59,
247,60,
248,61,
249,我是一名全職的餐廳領班，最近餐廳開會說因應來客多寡進行一項工時調整，把本,
250,來每天都是8小時的班，改成星期五、六上10小時，星期一、二上6小時，說這樣就,
251,沒有加班的問題，不過我覺得怪怪的，工時可以這樣抓長補短嗎?如果我不同意可,
252,以拒絕嗎?,
253,Q32,
254,我是科技公司的工程師，年薪兩三百萬，今年公司被勞動檢查後，突然要求我們上,
255,下班都要打卡，有時忘了打還要補登?以前基於信任，我們都可以晚點來或早點走,
256,，現在要打卡覺得有種被監督而不被信任的感覺，為什麼一定要規定打卡呢?,
257,Q33,
258,我是大樓的保全員，勞動基準法每個月的加班上限不是46小時而已嗎?我們每天做,
259,12小時，一個月休6天，隨便算都加班90幾個小時了，而且我問我同事每個都一樣,
260,，政府也不管一管?,
261,Q34,
262,我要告公司讓我超時過勞，公司跟我說大華臨時曠職，要我早班上完繼續上晚班，,
263,讓我連續值勤超過15小時，還說這算「突發事件」，政府說這樣做是可以的，法令,
264,這樣規定可以嗎？,
265,Q35,
266,聽說勞動基準法有新增幾項「彈性調整措施」，具體內容是什麼?是每家公司都可,
267,以用嗎？只要跟勞工講好就可以調整嗎?使用時機有沒有規範呢?,
268,Q36,
269,我是公司的人資，勞動基準法規定每7天要有1天的休息日跟1天的例假日，請問意,
270,思是休息日跟休息日最多只能隔6天，例假日與例假日最多也只能隔6天的意思嗎？,
271,Q37,
272,我們公司常常加班，公司規定只能換補休，我有很多補休都沒有時間休完，根本惡,
273,性循環，公司還說今年結束後，補休就沒有了，這樣是對的嗎？,
274,Q38,
275,我已經在這裡工作第4年了，雇主給我10天年假，可是我弟公司3年就14天了，跟,
276,雇主反應後，雇主拿出一本舊舊的「勞動基準法規彙編」翻給我看說4年真的是10,
277,天年假，還特別強調是行政院勞工委員會編印的一定不會錯，是我弟他們公司福利,
278,比較好嗎?,
279,Q39,
280,新聞報導都有說，特別休假休不完可以延到第2年再用，可是我們公司人資卻說年,
281,底沒休完直接折算工資結清?可以這樣嗎?,
282,Q40,
283,公司要求我們在年初就要預排全年的休假，勞動基準法不是規定特別休假是由勞工,
284,排定嗎?我年初怎麼會知道年底有沒有臨時需求要休假?這樣有沒有違法?,
285,Q41,
286,我們公司經營國道客運，是輪班制的，雖然現在法令有規定班次變更時要休息11小,
287,時，不過公司也因為這樣，有的班要在外站過夜滿11小時，不能當天開回頭車回來,
288,，這樣反而導致回家看老婆與小孩的時間變短了，能不能跟雇主協商，如果身體狀,
289,況允許的話，排班的間隔可以稍微縮短?,
290,Q42,
291,62,
292,63,
293,64,
294,65,
295,66,
296,69,
297,70,
298,72,
299,74,
300,76,
301,77,
302,78,
303,今天中午去銀行存款，看到櫃檯的臨櫃人員中午都沒有休息吃飯，這樣有沒有違法?,
304,Q43,
305,飯店的中餐師傅在春節期間是最忙的，每年都請他們幫忙調移到年後再補休，不過今,
306,年有幾個師傅說因為已經好幾年沒回家跟家人吃年夜飯了，不想再跟公司協商調移了,
307,，飯店應該怎樣因應?,
308,Q44,
309,公司是排班制的，我固定休息日都排在星期五，而今年中秋節跟端午節都在星期五，,
310,這樣假是不是就少休了?如果那天出勤的話，是要算休息日出勤的工資還是國定假日,
311,出勤的工資?,
312,Q45,
313,公司的例假日固定都排星期日，休息日排在星期六，最近因為公司搬遷的關係，已經,
314,跟搬家公司簽好契約星期一、二要來搬，由於平常工作日大家手頭都有業務要處理，,
315,可以跟勞工商量星期六、日來打包，改成星期一、二休例假與休假日嗎?,
316,Q46,
317,我居住的縣市已宣布明天因為颱風的關係停止上班上課，但我工作的縣市卻是正常上,
318,班上課，假如公司要求出勤，是否要給予加倍工資？若當天真的因為風大雨大不出勤,
319,，當天工資怎麼算?公司會不會記我曠職？,
320,Q47,
321,12月底因為安排國外旅遊須請6天事假，所以我在9月初時已口頭告知主管，主管當,
322,時也口頭答應，但是當11月初我寫假單給雇主簽核時，雇主卻只肯讓我請3天，請事,
323,假不是我的權益嗎?公司可以這樣不同意我的事假申請嗎?行程都訂好了，這時候該怎,
324,麼辦？,
325,Q48,
326,最近是麻疹流行高峰期，我曾經跟1名疾管局公佈的確診病患搭同一班公車，雖然沒,
327,有發病，但依照疾管局的廣告，進行三天自主隔離，請問這樣是要請什麼假?工資要,
328,怎麼算?,
329,Q49,
330,我們公司經勞資會議同意，規定勞工每個星期三跟五都必須加班2小時，可是我星期,
331,三固定晚上都要去接小孩去補習，沒辦法配合？可以向雇主拒絕嗎?,
332,Q50,
333,我們是一家小吃店，鄰居因為有家計上的需要，想叫他15歲的兒子暑假來餐廳洗碗盤,
334,，請問要請這麼小的小朋友有什麼規定要特別注意的嗎?,
335,Q51,
336,里長伯傍晚去巡田水的時候發現有人請幾個小朋友在灑農藥，認得幾個是里內的住戶,
337,還在讀國中，雖然知道確實有家計上的需要，可是這樣不會影響健康發育嗎？,職場安全與性別平等
338,Q52,
339,我們廣告公司打算找1個2歲小朋友拍廣告，所以透過經紀公司找，因為已經直接跟小,
340,朋友爸媽談定一筆價碼拍攝費用，所以應該沒有勞動基準法的問題了吧?,
341,Q53,
342,第五章 童工、女工、技術生,
343,小春是長期於夜班工作的婦女，前些日子已確認懷孕，雇主希望將他調動到白天上班,
344,，對於小春的身體與小孩發育可能會比較好，但這樣一來就少了夜班津貼，薪資直接,
345,"少3,000元，小春不願意，雇主是否就只能讓小春繼續上夜班嗎?",
346,Q54,
347,小芸在游泳池擔任教練，後來懷孕了，因為擔心泳池畢竟是濕滑場所，可能會有滑,
348,倒的可能，而且懷孕初期胎相比較不穩，醫生也有交待避免激烈運動，可能沒辦法,
349,再教游泳，這樣是不是就會失業了?,
350,Q55,
351,今(108)年農曆春節有9天連假，不過我剛好那時適逢預產期，假如我除夕夜生產,
352,，請問能不能等到連假結束再開始計算產假?不然感覺好像有點吃虧?,
353,Q56,
354,政府說要提高生育率?不過現在大多數人都是雙薪家庭，又要顧工作哪有可能同時,
355,要顧小孩?政府就是這樣只會喊口號又沒有實際的保障作為?,
356,Q57,
357,公司的生理假是併入病假計算，所以我們公司請假系統的假別也沒有生理假這個選,假別
358,項，雖然公司表面上允許我們因生理因素申請病假，不過因為我們年終考績會被當,
359,年度的病假申請天數所影響，結果大家還是不大敢申請?所以生理假到底是不是病,假別
360,假?公司這樣的做法讓我們不大敢申請是對的嗎?,
361,Q58,
362,上個月我們公司小恒的老婆生了，可是今天小恒卻說因為他老婆產後身體虛弱，希,
363,望說每天可以有2次的哺乳時間返家照顧小孩?我知道他家離公司是很近可是男生,
364,可以來申請哺乳時間嗎?,
365,Q59,
366,小李的學校有安排實習課程，因此被分配到一家木工廠進行實習，工廠也會發薪水,
367,給小李，請問這樣有沒有勞動基準法的保障?,
368,Q60,
369,"我在一家大企業工作25年最近申請退休，公司算我一個基數是50,000元，我勞保",
370,"是保45,800元，除了知道勞保局有老年年金可以領，聽說勞退還分什麼新制、舊",
371,制，那麼多種聽到霧煞煞，也不曉得自己適用什麼制，到底可以在退休後領多少退,
372,休金呢?又要向誰領呢?,
373,Q61,
374,老邱在一家鐵工廠上班滿25年想辦理退休，可是雇主卻說他年資不夠，因為沒有,
375,證據證明他已經在他那邊做25年了，老邱要如何證明他自己的年資?,
376,Q62,
377,老王在「路跑實業」工作二十年，是公司內資深的元老級勞工，有一天突然接到公,
378,司調職令，要從台北總公司被調往花蓮的關係企業「步跑實業」升任行政經理。五,
379,年後，因為已符合自請退休資格，所以向公司申請退休，可是公司卻告知他當初從,
380,台北總公司調職已經離職了，所以那段工作年資不能計算，老王一氣之下告上法院,
381,，老王該怎麼主張其工作年資?,
382,Q63,
383,莊姐從67年4月1日起就在一家製襪工廠上班，在今年107年4月1日滿40年要退休,
384,了，可是會計卻說勞動基準法是從73年7月30日才有，之前超過6年的年資不能算,
385,，這樣對嗎?另外，我也是67年開始上班，不過是在一家大賣場上班的，也是一樣,
386,白做6年嗎?,
387,Q64,
388,擔任保全的李大哥已經快符合勞動基準法自請退休的資格，但因為輪班工作日夜顛,
389,倒，加上體力已大不如前，想趕快退休休息一陣子，所以於符合自請退休的第一個,
390,工作日，就遞件申請退休了，但公司這時卻說離職要在3 個月前講，要給他們時間,
391,安排人力，不接受這種無預警的申請，身心俱疲的李大哥該怎麼辦?,
392,Q65,
393,第六章 退休,
394,79,
395,82,
396,83,
397,86,
398,87,
399,88,
400,91,
401,94,
402,95,
403,96,
404,97,
405,我爸爸在一家廣告公司工作多年，近來，因為電子產品的使用速度比不上年輕人，,
406,無法將工作做的很好，雇主也不斷藉故刁難，心中壓力很大，想說就算不走早晚也,
407,會被辭退，所以就主動自請離職了，後來才想到自己已經符合自請退休資格了，應,
408,該申請退休才對，請問還可以挽回嗎？,
409,Q66,
410,我是個年滿65歲的勞工，已經從前一份工作退休，但因為退休後身體狀況不錯，長,
411,年的工作，讓我更具專業能力，所以就去應徵一份研究工作，結果應徵單位卻說我,
412,已經超過勞動基準法規定的強制退休年齡，不得僱用，拒絕我去應徵，勞動基準法,
413,怎麼會有這種年齡歧視的條文?,
414,Q67,
415,我已經屆齡退休，但是公司從今年起薪水開始晚個十天、半個月才發，某一天上班,
416,突然發現辦公室已經被搬個精光，雇主也跑的不見人影了，我這個月的薪水跟退休,
417,金怎麼辦?,
418,Q68,
419,公司無預警倒閉，還好雇主有提撥退休準備金，至少不怕退休金領不到，最近銀行,
420,與其他債權人紛紛拍賣公司資產與設備供償還，我們的退休準備金會不會也被要求,
421,要參與債權分配?,
422,Q69,
423,最近公司延攬了一批外籍專業人員，聽說外籍勞工沒有退休金問題?是真的嗎?,
424,Q70,
425,我是職業貨車駕駛，本來跟雇主說好要在月底要離職，結果在送貨給客戶途中發生,
426,車禍，導致脾臟破裂、頸部挫傷，送醫院急救及手術後，仍需休養半年，請問休養,
427,期間雇主要怎麼補償我?當初提的離職還有沒有效?有效的話是不是雇主就不用負責,
428,了?,
429,Q71,
430,我在上個月5日晚上下班途中發生車禍導致骨折，隨即送至醫院就醫，醫生建議休養,
431,2個月，本人即向公司請假並休養至今尚未康復，但公司告知說因為還沒得到勞保局,
432,認定，導致未領到薪資，職業災害的認定機關是勞保局嗎?這段期間的工資要怎麼,
433,處理？,
434,Q72,
435,本人於工作中受傷導致失能，事發之後雇主反口說我不是他的勞工，對我不聞不問,
436,，也沒幫我投保勞保，導致不能申請勞保相關職災補償，打官司又曠日廢時，短期,
437,間怎麼解決我生計的問題？,
438,Q73,
439,我兒子才20歲，暑假去打工做大樓的外牆清洗，結果誤觸高壓電，導致影響往後的,
440,工作能力，勞動基準法跟勞保的補償跟給付總共領起來也才一兩百萬，往後的人生,
441,要怎麼走下去?,
442,Q74,
443,我爸爸在工地做點工，有一天被掉落的鋼筋砸中，還好有戴安全帽，所幸還無大礙,
444,，不過事發後雇主就神隱不見人，我覺得意外的發生主要是因為工地沒有落實安全,
445,管理，請問後續可以找營造公司的補償或賠償嗎？,
446,Q75,
447,我在前陣子在工作中受傷，怕申請職災補償會影響考績及年終，所以忍氣吞聲沒有,
448,向公司提出申請，事後就自行就醫，現在離職了，想請問還可以跟公司索討醫療費,
449,用嗎？要如何申請？,
450,Q76,
451,第七章 職業災害補償,
452,98,
453,99,
454,100,
455,101,
456,102,
457,105,
458,107,
459,108,
460,109,
461,110,
462,111,
463,本人在一家電子公司擔任技術人員，但在工作時發生職災，休養一段時間後，雇主,
464,卻要我回公司暫時協助處理文書作業，請問能否拒絕？需要出示什麼證明嗎?,
465,Q77,
466,我已經三令五申交代勞工進工地一定一定要穿公司發的安全鞋，結果最不聽話的那,
467,個小陳果不其然，昨天就踩到鐵釘，今天沒辦法走路了，我應該已經善盡告知的義,
468,務了吧，而且小陳也同意是他自己活該，應該就不用再給職災補償了吧。,
469,Q78,
470,我之前發生職災在家休了2個月的公傷假，期間工資雇主是有照給，但有一天勞保局,
471,匯了一筆錢進來我戶頭，但雇主卻要我把那筆錢領出來給他?憑什麼啊?難道我每個,
472,月投勞保是繳假的嗎？,
473,Q79,
474,我們公司小陳本來是擔任倉管人員，在一年前因為從合梯摔落，導致脊椎受傷休養,
475,一陣子，現在要回來上班了，經過醫生評估小陳不能再做搬運重物的工作了，我們,
476,打算依照職業安全衛生法「適性配工」規定將小陳調換其他工作，請問有什麼要特,
477,別注意的？,
478,Q80,
479,我們餐廳內外場加一加有30個人，雖然人少，不過覺得工作還是要有一定的紀律，,
480,請問要怎麼訂工作規則？有什麼要注意的地方?,
481,Q81,
482,我們公司工作規則規定酒駕被警方查獲，一律免除主管職，可是酒不酒駕是我的私,
483,人行為，公司可以這樣公私不分，否定我的工作表現嗎？,
484,Q82,
485,今天公司說我違反工作規則情節重大，無預警解僱我，問題是那一份工作規則雖然,
486,有貼在公布欄上，可是根本沒經過勞工局的核備，而且裡頭有些規定根本不合理，,
487,這個解僱應該沒有依據吧?,
488,Q83,
489,法令有明定輪班制勞工遇到班次更動時，要間隔休息11小時，不過我們公司工會考,
490,量到一些在外值勤的特殊狀況，同意公司在特殊狀況下，休息間隔可以縮到8小時,
491,，讓人員可以早點結束工作返家，而且還特別訂在團體協約裡面，不過我們不是指,
492,定公告的行業，請問這樣跟法令規定相違背有效嗎？,
493,Q84,
494,在這家公司工作5年了，雖然公司都有定期召開勞資會議，不過勞方代表卻一直沒,
495,有換人，當初也不知道這些人是怎麼當上代表的，擺明了是國王人馬，我跟雇主反,
496,應，雇主反而叫我查清楚規定後跟他報告，請問如果要辦一場真正有民意基礎的勞,
497,資會議，要怎麼做？,
498,Q85,
499,我在連鎖便利商店上班，店長說總公司有開勞資會議就可以了，分店不用，請問這,
500,樣合理嗎？,
501,Q86,
502,我們公司雖然有固定在開勞資會議，不過偶爾會遇到沒有議題的時候，可以先暫停,
503,跳過嗎？,
504,Q87,
505,我原本固定休禮拜六日，但雇主上個月召開勞資會議，會議決議要我們這個月要支,
506,援分店促銷活動，這個月的每個禮拜六都要出來加班，我可以不遵照勞資會議的決,
507,議嗎？,
508,Q88,
509,第八章 工作規則與勞資會議,
510,112,
511,113,
512,114,
513,115,
514,117,
515,118,
516,119,
517,120,
518,122,
519,123,
520,124,
521,125,
522,我們公司的勞資會議代表是透過大家投票選出的，不過選出的勞方代表都是女性，,
523,而且其中一位還是我們的部門經理，這樣有違反規定嗎？,
524,Q90,
525,勞動基準法有什麼規定一定要先經勞資會議程序嗎?,
526,Q89,
527,我們公司幾十年來都沒有勞工方面的問題，大家都相處得很好，為什麼勞動檢查員,
528,突然上門？是不是同業黑函？還是我們裡面有人去申訴？,
529,Q91,
530,現在詐騙集團這麼多，有一個人突然跑來公司說要做什麼勞動檢查，從來沒聽過，,
531,也沒有公文，是不是騙人的？,
532,Q92,
533,勞動檢查到底要幹嘛，公司要怎麼配合?是不是只要給書面資料或發函回應就可以,
534,了?,
535,Q93,
536,檢查員檢查完之後，只說違反什麼什麼規定，也沒說後續要怎麼辦，是只要我們自,
537,己改善就好嗎?之後還要配合作什麼嗎?,
538,Q94,
539,我看網路上都說去申訴就沒頭路了，而且世界上沒有永遠的秘密，所以申訴可以不,
540,留姓名與聯絡方式嗎?,
541,Q95,
542,我有向勞工局檢舉我們公司違法，可是我們雇主政商關係很好，跟某某官員還有民,
543,代都很熟，而且都已經過了一個月了我都還沒有收到檢查結果，案子是不是被搓湯,
544,圓搓掉了？,
545,Q96,
546,檢查員突然跑來說要檢查，但公司現在就很忙，沒有人有空，我們可以不要嗎？不,
547,想提供資料會不會怎樣？,
548,Q97,
549,太誇張了！勞工局是缺業績要搶錢嗎，我只是沒做出勤紀錄而已，為什麼就罰我9,
550,萬，標準在哪裡？新聞報導說對大財團就只有重罰2萬，是看我們小公司比較好欺,
551,負嗎？,
552,Q98,
553,今天收到一個公文說我們公司有違法要罰錢，我們明明就都很守法，難道只能摸摸,
554,鼻子吞下去嗎？要怎麼「抗議」才有效？,
555,Q100,
556,新聞都有報，每次查到大公司違法都「重罰2萬」，這樣有什麼用?大公司根本罰不,
557,怕?,
558,Q99,
559,第九章 監督與檢查,
560,第十章 罰則,
561,126,
562,128,
563,130,
564,132,
565,133,
566,135,
567,136,
568,139,
569,141,
570,142,
571,143,
572,145,
573,第一章,
574,總則,
575,經常供公眾從事宗教儀式及宗教活動之寺廟，在我國標準行業分類(第6版),
576,屬於其他社會服務業中的傳教機構已於99年1月1日起適用，所以受寺廟所僱,
577,而提供勞務，並獲致報酬者，是有勞動基準法的適用的。,
578,目前勞動基準法原則上所有行職業的受僱勞工均有適用，僅有少數行職業,
579,或工作者因於適用上仍有窒礙難行之處，所以還未適用勞動基準法。有關各業,
580,與工作者適用勞動基準法之時間，可至勞動部官方網站業務專區項下勞動基準,
581,法適用>各行業適用勞動基準法時間網頁查詢（網址：https://www.mol.gov-,
582,.tw/topic/3066/5834/),
